producto_id,nombre_producto,descripcion,sku,precio,cantidad_disponible,activo,catalogo_id,nombre_catalogo,marca_id,nombre_marca,linea_id,nombre_linea,categorias,proveedor_nombre,proveedor_direccion,proveedor_telefono,proveedor_email
953,Chiffon Blouse,Elegant chiffon blouse perfect for work or outings.,d4425a61-92d9-4bdb-b1e1-b3a8e2d57c4d,39.99,156,false,63,Health63,80,FLOVENT,6,Dress Shirts,Clothing - Shirts,Devcast,5 Elgar Park,337-902-4493,gprophetr8@techcrunch.com
979,Foot Massager Machine,Electric foot massager for relaxation and relief.,ab5d3fba-cf86-4e1e-bff3-143a383e3020,59.99,195,true,63,Health63,34,Cafergot,97,Wellness & Relaxation,Health,Devcast,5 Elgar Park,337-902-4493,gprophetr8@techcrunch.com
927,Portable Solar Camp Shower,Portable solar shower for camping and outdoor use.,1ce028f4-75b9-4ae7-ab29-9a430a7a976a,29.99,47,true,68,Health68,90,Eye Drops SY,54,Camping Equipment,Outdoor,Bubblebox,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
24,Crew Neck Sweater,"A comfortable crew neck sweater, great for all seasons.",a3012530-f04d-46a2-80df-3ba863869ffe,39.99,914,true,69,Health69,3,Thierry Mugler Womanity Antiperspirant Roll-On Deodorant,93,Sweaters,Clothing - Sweaters,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
41,Spicy Tuna Sushi Kit,Everything you need to make delicious spicy tuna rolls at home.,6aa54c6e-0177-4162-b2b0-cdaa52544dcf,8.99,881,false,69,Health69,53,Antibacterial Foaming Hand Cleanser,3,Kits - Sushi,Food - Prepared Meals,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
112,Fitness Tracker with Heart Rate Monitor,Wearable device to track fitness activities and heart rate.,613727e1-79c8-485f-b8ea-0a0de8c037fd,59.99,11,true,69,Health69,6,Up and Up aspirin,79,Wearable Technology,Fitness,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
134,Spicy Thai Chili Sauce,A sweet and spicy sauce for dipping or cooking.,e05d5b94-1465-4a18-b5a9-b0252787a6c2,3.29,567,false,69,Health69,33,Velvet Grass,77,Asian Sauces,Food - Sauces,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
243,Raspberry Tart,A delicious tart filled with fresh raspberry filling.,39e54851-10f3-4b4d-a840-56b0df831def,5.49,330,false,69,Health69,68,Quinapril Hydrochloride/Hydrochlorothiazide,17,Pies and Tarts,Food - Baked Goods,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
324,Chia Seed Pudding,"Nutritious chia seed pudding in vanilla flavor, ready to eat.",924f3702-7e40-45c6-af3a-d7dd7a31ead7,3.99,775,false,69,Health69,95,SENSORCAINE,91,Healthy Snacks,Food - Snacks,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
333,Almond Joy Munch Bars,"A delightful mix of chocolate, coconut, and almonds in a snack bar.",ba98e4e6-7801-4009-b73f-c9b20cf4397d,1.39,286,true,69,Health69,8,good sense tussin dm,75,Healthy Snacks,Food - Snacks,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
713,Coconut Chia Seed Pudding,"Ready-to-eat chia seed pudding made with coconut milk, perfect for breakfast or dessert.",023bcfd0-51db-4440-9027-34fd16f14f66,2.99,883,true,69,Health69,60,PIROXICAM,12,Healthy Snacks,Food - Snacks,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
723,Tomato Sauce,Rich and flavorful tomato sauce for pasta or pizza.,84a483c8-7489-47f9-a534-6553652dd220,2.79,482,false,69,Health69,64,Motion Sickness Relief,44,Sauces & Condiments,Food - Canned Goods,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
753,Turkey Bacon,"Delicious turkey bacon, a healthier alternative.",45927cbe-4bb1-4118-9ff9-6c91d0e8d1db,3.99,525,false,69,Health69,37,Pain Relief PM,63,Processed Meats,Food - Meat,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
777,Underwater Camera,Waterproof camera for capturing underwater adventures.,2b6dce34-aab8-4d8c-bc7b-169f8801c7d2,199.99,950,true,69,Health69,30,enema,22,Marine Photography Equipment,Photography,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
784,Oven Mitts,Silicone oven mitts for safe handling of hot cookware.,48d3f50a-7c35-4ff0-a684-1da356281e36,15.99,425,true,69,Health69,73,Sumaxin,22,Cookware Accessories,Kitchen,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
874,Natural Peanut Butter,Creamy peanut butter with no added sugar or oils.,888f15fb-9368-46b2-aeb8-a8f977731a50,4.29,681,true,69,Health69,6,Plus Plus White Smokers Whitening,16,Nut Butters,Food - Spreads,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
963,Ceramic Cookware Set,Durable and non-stick ceramic cookware for healthy cooking.,0cdacc2c-1778-41e4-a2df-05adb2b10d3d,179.99,639,false,69,Health69,46,Nateglinide,61,Cookware,Kitchen,Kwimbee,66 Erie Parkway,646-485-4221,pkasparpq@digg.com
951,Coffee Making Kit,Complete set to brew coffee with different methods.,1ec3c3d0-82f0-4e0b-bb8b-e91c34ff631f,44.99,89,true,83,Health83,42,Anti-Bacterial Hand,90,Coffee Accessories,Kitchen,Voonder,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
244,Microwave Popcorn Maker,Healthier way to make popcorn in the microwave without oil.,2e10eea1-7e30-4b95-93b8-3a3a1c9ca2b2,19.99,106,false,84,Health84,26,VALACYCLOVIR HYDROCHLORIDE,60,Small Appliances,Kitchen,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
264,Casual Sneakers,Versatile canvas sneakers suitable for everyday wear with a comfortable fit.,e4ecb31f-a0db-49a5-ba39-47051cbdd0db,39.99,559,true,84,Health84,80,FoamFresh Alco-Free Hand Sanitizer,3,Athletic Footwear,Clothing - Footwear,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
337,Chino Shorts,Classic chino shorts in a versatile color for summer adventures.,054c3cfa-6ad4-49c9-86b2-0ee008a8248e,34.99,572,true,84,Health84,31,RESCRIPTOR,23,Bottoms,Clothing - Bottoms,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
380,Peas (frozen),"Frozen green peas, a great addition to meals.",cd3cebae-2b3e-4ab2-9048-51e3a20c6139,1.89,499,false,84,Health84,78,Go Smile,95,Frozen Vegetables,Food - Frozen Foods,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
388,Kettle Chip Variety Pack,A crunchy collection of flavored kettle chips in a convenient pack.,5354417d-b03d-4b97-8392-e3b3a3e75b79,3.99,205,true,84,Health84,79,Hevert Stress Relief,64,Chips and Crisps,Food - Snacks,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
401,Garden Vegetable Chips,"Crispy chips made from assorted garden vegetables, lightly salted.",87564d55-c5b1-4e0a-8589-7c19e0d37009,3.49,755,false,84,Health84,17,Doxazosin,99,Vegetable Snacks,Food - Snacks,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
433,Turmeric Ginger Tea,A soothing tea blend with turmeric and ginger for wellness.,45c65d44-7022-47fc-aac4-cf90e85eca72,3.29,924,false,84,Health84,86,Phenobarbital,36,Herbal Tea,Food - Beverages,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
565,Sweet Chili Sauce,"A sweet and spicy sauce, great for dipping or cooking.",5ccbd67b-8061-4ffb-a4b4-71052525b2ee,2.99,245,false,84,Health84,21,Taclonex,34,Sauces,Food - Condiments,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
668,Watercolor Set,Complete watercolor set with paints and brushes.,084fade3-b74f-4e54-a742-b3a39143d416,19.99,557,false,84,Health84,83,Neutrogena Healthy Skin Enhancer,40,Painting Supplies,Art Supplies,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
700,Ultra-Thin Laptop Sleeve,Sleek and protective sleeve for laptops and tablets.,aaa2401a-4776-46ee-9fd7-206911af8dec,19.99,555,false,84,Health84,46,GILTUSS TOTAL RELEASE,15,Laptop Accessories,Accessories,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
865,Wireless Gaming Mouse,Ergonomic mouse designed for gamers with high DPI.,b2e838f3-d30b-42cc-a32d-9a0e46e1b8fe,39.99,658,true,84,Health84,63,Fire Ant,84,Gaming Accessories,Gaming,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
886,Chicken Parmesan Dinner Kit,"A complete meal kit containing breaded chicken breast, marinara sauce, and pasta, perfect for a quick dinner.",8492957a-142c-4b8c-b64f-ddd1cdb0e3ef,14.99,741,true,84,Health84,12,NAT SULPH,65,Frozen Italian Meal Kits,Food - Frozen Meals,Centimia,66 Fordem Pass,880-958-7029,jsiseyqe@comsenz.com
946,Quinoa Salad,"A nutritious quinoa salad with veggies and dressing, ready-to-eat.",5e922b3b-ce69-40d7-9998-2a3a1f4b07df,5.99,929,false,93,Health93,87,Axe,28,Ready-to-Eat Meals,Food - Prepared Foods,Buzzdog,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
30,Shatterproof Wine Glasses,"Durable, unbreakable wine glasses for outdoor use.",2a2e5f1f-5154-479d-a033-6af207e39f9f,24.99,183,true,94,Health94,42,Cefazolin,99,Outdoor Accessories,Outdoor,Trunyx,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
52,Rechargeable Electric Screwdriver,Convenient electric screwdriver for DIY projects at home.,34d6dad0-7613-45a3-aa07-5d3d3be3c0b5,39.99,554,false,94,Health94,36,Back Pain and Sciatica,70,Power Tools,Tools,Trunyx,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
275,Handmade Soap Making Kit,Complete kit for crafting your own scented soaps.,97d4d6bb-c6f3-4854-bf03-0951d172c420,34.99,27,true,94,Health94,46,ATORVASTATIN CALCIUM,20,Candle & Soap Making Supplies,Crafts,Trunyx,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
395,Travel Size Toiletry Bottles,Leak-proof bottles for travel-sized toiletries.,e26a3bdb-ab7c-4acd-990a-1589f25e005e,9.99,264,true,94,Health94,23,Too Faced BB Creme Complete Coverage Make-Up,5,Travel Accessories,Travel,Trunyx,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
445,Whole Roasted Chicken,"Seasoned and roasted to perfection, ready to eat.",5b741d89-b85c-4b00-9f50-19910589d9b3,9.99,429,false,94,Health94,97,Simvastatin,50,Poultry,Food - Meats,Trunyx,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
449,Rechargeable Electric Toothbrush,Advanced electric toothbrush for effective cleaning.,862359ae-6109-44a9-a732-998e2a5146a7,49.99,591,true,94,Health94,54,BOBBI BROWN EXTRA,13,Oral Care & Hygiene,Health,Trunyx,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
731,Fresh Basil,"Aromatic fresh basil, perfect for Italian cooking.",059ec2ea-7b4e-4ef8-9f50-0fd60660f50d,1.99,373,false,94,Health94,98,Arnica,15,Herbs,Food - Produce,Trunyx,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
732,Steak Seasoning Rub,A blend of spices perfect for seasoning steak.,8313e64c-affb-494d-af99-94ea5d36188d,2.49,33,true,94,Health94,40,Benazepril Hydrochloride,70,Rubs and Seasonings,Food - Spices,Trunyx,4 Blackbird Lane,172-287-2538,mprisleyq9@github.com
923,Ceramic Cookware Set,Durable and non-stick ceramic cookware for healthy cooking.,b530c475-d217-4b92-a4ac-e3f35694010a,179.99,766,true,25,Home25,29,Trazodone Hydrochloride,0,Cookware,Kitchen,Roomm,683 Daystar Hill,985-655-3638,klaughrenpm@bravesites.com
42,Pistachio Ice Cream,Creamy pistachio-flavored ice cream with real nuts.,d5df4827-9965-49df-8f34-bc181143660f,4.99,755,false,26,Home26,28,Pink Eye Relief,53,Gourmet Ice Cream,Food - Frozen Desserts,Edgeclub,683 Daystar Hill,985-655-3638,klaughrenpm@bravesites.com
45,Memory Foam Mattress Topper,3-inch memory foam mattress topper for added comfort.,a3c060ab-970c-4e06-8c41-4d7e7e9c44d9,109.99,633,false,26,Home26,68,Gentle Eczema Balm,47,Bedding & Linens,Home,Edgeclub,683 Daystar Hill,985-655-3638,klaughrenpm@bravesites.com
118,Bock Beer Mustard,"Flavorful mustard with a tangy kick, perfect for hot dogs and sandwiches.",17262a21-adb0-4d6a-aa80-e59cb151bb69,2.29,924,true,26,Home26,73,SUN Solar Defense Oil-free SPF 30,62,Mustards,Food - Condiments,Edgeclub,683 Daystar Hill,985-655-3638,klaughrenpm@bravesites.com
435,Wireless Gaming Mouse,Ergonomic mouse designed for gamers with high DPI.,05446efb-30e9-4aac-a430-9d2d9feaa0d5,39.99,288,false,26,Home26,38,CIPROFLOXACIN,22,Gaming Accessories,Gaming,Edgeclub,683 Daystar Hill,985-655-3638,klaughrenpm@bravesites.com
534,Slingback Sandals,Chic slingback sandals for a relaxed summer vibe.,e61e1229-5b3d-4f28-9d7c-9cad8d6ef154,29.99,255,true,26,Home26,67,"QCare Rx Oral Cleansing and Suctioning System, Q2",0,Women's Footwear,Clothing - Footwear,Edgeclub,683 Daystar Hill,985-655-3638,klaughrenpm@bravesites.com
540,Digital Food Scale,Precision digital scale for accurate cooking measurements.,8e4f209b-7bdf-4dd8-aa8d-c1766a87c155,22.99,55,false,26,Home26,64,BURZANGMURY GOLD,61,Food Preparation Tools,Kitchen,Edgeclub,683 Daystar Hill,985-655-3638,klaughrenpm@bravesites.com
809,Creamy Coleslaw Mix,Shredded cabbage and carrots for coleslaw.,1b93a48d-05be-48d2-9e8e-79bd85882d2e,2.39,56,false,26,Home26,58,Erythromycin,85,Condiments,Food - Produce,Edgeclub,683 Daystar Hill,985-655-3638,klaughrenpm@bravesites.com
900,Electric Hot Pot,Compact electric pot for hot pot dining at home.,4a7a3d95-1a1c-4238-9169-90ceefe7fcd0,49.99,632,false,29,Home29,0,Lornamead,2,Cookware,Kitchen,Buzzdog,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
38,Vanilla Almond Granola,"Crunchy granola with almonds and a hint of vanilla, perfect for breakfast.",d14a5490-5004-447a-ae07-4f3f75b62073,4.29,732,false,30,Home30,83,Daytime Nitetime,38,Granola/Cereal,Food - Breakfast,Feedfire,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
96,Faux Leather Leggings,Stylish faux leather leggings for a trendy outfit.,b249cf2f-99c0-42d8-a72b-4d1d6be42982,49.99,311,false,30,Home30,98,VYTORIN,4,Leggings,Clothing - Pants,Feedfire,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
137,Electric Air Pump,Fast and convenient air pump for inflating toys and furniture.,658752d8-7772-4d87-b9fb-794d095a47e7,29.99,295,true,30,Home30,48,La Vaquita,98,Inflation Equipment,Outdoor,Feedfire,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
483,Biodegradable Trash Bags,Eco-friendly trash bags that break down naturally.,d696394f-9bbb-4790-933f-5ff9adf430df,12.99,836,false,30,Home30,52,Senna S,21,Eco-Friendly Home Products,Home,Feedfire,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
692,Inflatable Pool Float,Fun inflatable float for lounging in the pool or beach.,3e092a25-f705-4a48-8d20-edd6f5ec74fd,29.99,956,true,30,Home30,60,Headache Relief,89,Outdoor Recreation,Outdoor,Feedfire,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
741,Weighted Jump Rope,Adjustable weighted jump rope for workouts.,676446e7-4317-4898-a520-222d74a9b64d,15.99,769,true,30,Home30,2,flu and severe cold and cough,56,Cardio Equipment,Fitness,Feedfire,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
796,Karaoke Microphone,Wireless microphone for singing and performances.,88e7e04d-6bd9-4b32-8b91-801d208916db,39.99,598,false,30,Home30,10,Red Cedar,68,Audio Equipment,Music,Feedfire,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
937,Electric Knife,Cordless electric knife for effortless slicing.,b93ca1ae-771b-4a99-b7f9-c41a6def7468,39.99,375,true,30,Home30,80,Chlorzoxazone,46,Small Appliances,Kitchen,Feedfire,07 Manitowish Place,316-241-0329,sgabbitasoz@freewebs.com
913,Jalapeño Cornbread,Spicy cornbread infused with jalapeños for a kick of flavor at your next meal.,5983acc6-d542-43c2-b057-ec3108ec1955,3.29,159,true,46,Home46,13,Dye-Free Allergy,86,Breads,Food - Bakery,Oozz,92175 Mcguire Park,235-894-2778,selleraypc@about.me
6,Apple Juice,"Refreshing apple juice, 100% juice with no added sugar.",00b9f06d-9c41-43c4-88a7-62464f7bdfca,3.29,825,false,47,Home47,20,"Pollens - Grasses, Grass Mix 8",26,Juice,Food - Beverages,Flashpoint,92175 Mcguire Park,235-894-2778,selleraypc@about.me
25,Active Racerback Tank,Lightweight and moisture-wicking racerback tank for workouts.,9b69f683-a7a2-44bc-9751-69d53de1d7cc,24.99,756,true,47,Home47,37,Kogenate FS,73,Activewear,Clothing - Tops,Flashpoint,92175 Mcguire Park,235-894-2778,selleraypc@about.me
62,Pumpkin Seeds,"Crunchy roasted pumpkin seeds, great for snacking.",7e7c1ea6-df7b-4d32-a0ec-ee8eaecd68a7,2.79,447,true,47,Home47,39,Shellfish and Seafood Allergy Relief,92,Nuts and Seeds,Food - Snacks,Flashpoint,92175 Mcguire Park,235-894-2778,selleraypc@about.me
72,Board Game,Strategic board game for family game nights.,71dca48e-096e-4d16-bd16-62abb686715b,34.99,924,false,47,Home47,29,COMPLEXION CLEAR ACNE TREATMENT,53,Tabletop Games,Toys,Flashpoint,92175 Mcguire Park,235-894-2778,selleraypc@about.me
528,Belted Trench Coat,Timeless belted trench coat for a polished look during fall.,89cdfd33-6a25-488a-a920-05b93766c824,89.99,381,false,47,Home47,79,Kiwi,27,Coats,Clothing - Outerwear,Flashpoint,92175 Mcguire Park,235-894-2778,selleraypc@about.me
570,Kids' Art Supplies Kit,"Complete kit with crayons, markers, and paper for young artists.",b39ca550-de9d-463f-ada5-ec8f286993f5,29.99,170,false,47,Home47,70,DG Health cold multi symptom,71,Creative Arts & Crafts,Toys,Flashpoint,92175 Mcguire Park,235-894-2778,selleraypc@about.me
657,Wooden Children's Play Kitchen,Interactive kitchen set for imaginative play.,88b0bae6-bbe0-4f1a-a85e-53706874fc72,129.99,920,true,47,Home47,43,Rodan and Fields Redefine Age Shield Hand Shield Balm,45,Pretend Play Toys,Toys,Flashpoint,92175 Mcguire Park,235-894-2778,selleraypc@about.me
721,Bamboo Toothbrush Holder,Eco-friendly bamboo holder for toothbrushes.,f0b3b836-2799-4344-b5a0-f3670dc76cb0,14.99,705,false,47,Home47,3,Hydrogen Peroxide,24,Oral Care & Hygiene,Health,Flashpoint,92175 Mcguire Park,235-894-2778,selleraypc@about.me
925,Wireless Game Controller,Ergonomic wireless controller for gaming consoles.,1c0029c0-1e0b-4e80-a38a-018a38035147,39.99,252,false,98,Home98,30,Shopko,16,Gaming Accessories,Gaming,Topdrive,6 Chinook Avenue,342-481-6828,adelcastelpo@time.com
211,Desk Lamp with USB Port,Modern desk lamp that features a built-in USB charging port.,b134314b-ffd9-43d5-b248-c668644b65db,29.99,12,true,99,Home99,84,PAROXETINE,72,Lighting,Office,Fivespan,6 Chinook Avenue,342-481-6828,adelcastelpo@time.com
301,Blueberry Muffin Mix,Make delightful blueberry muffins at home with this easy mix.,c89f8f93-742e-4ccf-94de-23720b178590,4.29,451,false,99,Home99,74,YF-VAX,13,Mixes,Food - Baking,Fivespan,6 Chinook Avenue,342-481-6828,adelcastelpo@time.com
523,Balsamic Fig Dressing,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",d8dafeda-6f50-4ca3-8d38-47ac79b1642d,3.79,693,true,99,Home99,66,Dapsone,20,Dressing,Food - Condiments,Fivespan,6 Chinook Avenue,342-481-6828,adelcastelpo@time.com
802,Self-Cleaning Water Bottle,Water bottle with built-in UV-C light for self-cleaning.,da09173e-3fd1-4e67-b2d3-2ea379d141ce,49.99,458,false,99,Home99,73,Allergy Relief,68,Hydration Gear,Fitness,Fivespan,6 Chinook Avenue,342-481-6828,adelcastelpo@time.com
813,Spiced Pumpkin Soup,"A creamy pumpkin soup with a blend of warm spices, ready to heat and serve.",083d556c-3677-4271-a4fd-9497556dc089,3.99,979,false,99,Home99,32,Herbal UTAPLAS.TN,24,Soups,Food - Canned Soups,Fivespan,6 Chinook Avenue,342-481-6828,adelcastelpo@time.com
917,Travel Shoe Bags Set,Set of breathable bags for organizing shoes while traveling.,9237db85-af9b-475d-9a4e-383b301597ec,15.99,305,false,99,Home99,6,Branders Antiseptic Hand Sanitizer,24,Travel Accessories,Travel,Fivespan,6 Chinook Avenue,342-481-6828,adelcastelpo@time.com
16,Buffalo Sauce,Spicy buffalo sauce ideal for wings or dipping.,7f63ac8d-5b8a-4f8d-b832-326d1a59b166,2.99,43,false,1,Industrial1,48,Fosinopril Sodium and Hydrochlorothiazide,34,Spicy Sauces,Food - Condiments,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
119,Tuna Fish (canned),"Wild-caught tuna in olive oil, perfect for salads.",e8f87aec-885d-4a97-82a0-36c415053252,2.29,954,false,1,Industrial1,55,Etodolac,37,Seafood,Food - Canned Goods,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
155,Artisan Pickles,Tangy and crunchy dill pickles.,368a48c3-a16b-49e0-a188-277a583e502f,2.49,837,false,1,Industrial1,76,Clonazepam,11,Pickles,Food - Condiments,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
177,Ginger Snaps,Spicy ginger cookies that are crunchy and delicious.,fdacda3d-2cc9-40d8-a499-a688cbf25619,2.79,253,false,1,Industrial1,60,GORDONS UREA 40,18,Cookies & Biscuits,Food - Confectionery,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
182,Dark Chocolate Raisins,Juicy raisins coated in rich dark chocolate.,d6f1f9b8-6adc-4777-b469-7692e6ad6195,3.49,578,false,1,Industrial1,89,Head and Shoulders 2in1,31,Chocolate Snacks,Food - Snacks,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
314,Bicycle Lock,Heavy-duty bicycle lock for security.,278230b8-c704-467c-8d0d-81143ab54b76,29.99,61,false,1,Industrial1,79,BLACKEYED PEA,43,Accessories,Bicycles,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
422,Camping Chair,Portable folding camping chair with cup holder.,d0bd145a-ee51-4e83-a46b-38cdef695f07,29.99,398,true,1,Industrial1,39,venlafaxine hydrochloride,0,Outdoor Furniture,Outdoor,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
508,Peanut Butter Pretzel Nuggets,Crunchy pretzel nuggets filled with creamy peanut butter.,bd7c03ea-95fe-44f8-a70d-c6098f7c28c7,3.29,610,false,1,Industrial1,72,Intuniv,54,Candy,Food - Snacks,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
718,Gardening Tools Set,Complete set of gardening tools for outdoor tasks.,5c9331e3-f641-4efd-aedd-6fb308d822e8,45,853,false,1,Industrial1,20,Ciprofloxacin,11,Garden Tools,Garden,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
757,Chocolate Hazelnut Granola,Crunchy granola with chocolate and hazelnuts for breakfast.,eaabc88e-f4b9-48ad-94e1-b481d97d32d5,4.49,12,false,1,Industrial1,2,Lovastatin,76,Granola,Food - Cereal,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
852,Fashionable Scarves Set,Stylish scarves to accessorize any outfit.,d197351f-1786-40c3-bafb-949b9bcd32a8,24.99,643,true,1,Industrial1,76,Couch Quack Grass,21,Accessories,Clothing,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
173,Electronic Drum Kit,Compact electronic drum kit for musicians of all levels.,52a4510a-2a7b-419b-9a7b-d18b1cdd5288,359.99,685,false,1,Industrial1,99,Isopropyl Alcohol,33,Instruments,Music,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
209,Set of Herb Garden Markers,Stylish markers for labeling your indoor garden plants.,17192402-1108-4881-967b-cf03bc97a633,8.99,979,true,1,Industrial1,84,"SODIUM SULFACETAMIDE, SULFUR",26,Garden Decor,Garden,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
310,Organic Blueberries,Fresh organic blueberries perfect for snacking or baking.,50e4e415-fc2d-4d02-a771-10bb75b57a06,5.49,513,true,1,Industrial1,85,Alclometasone Dipropionate,25,Berries,Food - Fruits,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
580,Cilantro Lime Rice,"Easy-to-prepare rice with cilantro and lime flavors, great as a side.",195d422a-2a41-478c-bfaa-37642895dbfd,2.99,376,false,1,Industrial1,67,Equaline Naproxen Sodium,26,Flavored Rice Dishes,Food - Grains,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
613,Electric Milk Frother,Handheld frother for creating frothed milk for coffee.,7e6c5488-cbfe-4704-a9f7-390afb6895ad,19.99,18,true,1,Industrial1,48,MATCHMASTER SPF 15 FOUNDATION BROAD SPECTRUM,44,Beverage Appliances,Kitchen,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
661,Smoked Paprika,Add a smoky flavor to your dishes.,692cd3fb-eefb-4eaf-b3de-d5b59023f3b4,2.99,130,false,1,Industrial1,51,Nifedipine,57,Seasoning Blends,Food - Spices,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
793,LED Strip Lights with Remote Control,Color-changing LED lights for home decoration with remote.,849641f6-e9dc-4b28-baad-633d51943c89,29.99,543,false,1,Industrial1,46,PediaCare Childrens Fever Reducer Pain Reliever Grape,76,Lighting & Lamps,Home,Midel,06 Moose Place,225-807-8685,agorglerf@123-reg.co.uk
893,Salsa,"Fresh and zesty salsa, perfect for nachos.",a299ada5-130d-4d6a-9678-7c9a6540ec50,3.49,848,false,12,Industrial12,35,FOAMING HAND SANITIZER,67,Salsas & Dips,Food - Condiments,Gabspot,0 Spaight Avenue,852-315-0984,jkeymaros@state.gov
165,Smoked Paprika,Add a smoky flavor to your dishes.,c642a557-8697-4770-8ac6-bb5045f422c9,2.99,392,false,13,Industrial13,87,Sun Shades Lip Balm,98,Seasoning Blends,Food - Spices,Feedspan,0 Spaight Avenue,852-315-0984,jkeymaros@state.gov
329,Teriyaki Chicken Bowl,Ready-to-eat chicken bowl with teriyaki sauce and rice.,ae59888d-020a-46da-a303-927f033121a3,6.49,656,true,13,Industrial13,71,Hypertensolol,86,Cuisine - Asian,Food - Prepared Meals,Feedspan,0 Spaight Avenue,852-315-0984,jkeymaros@state.gov
343,Mixed Nuts,"A blend of assorted nuts, perfect for snacking or adding to recipes.",3ee17bb4-84f5-42e1-8c22-401402c5166d,5.99,479,true,13,Industrial13,60,Almacone,61,Nuts and Trail Mix,Food - Snacks,Feedspan,0 Spaight Avenue,852-315-0984,jkeymaros@state.gov
349,Pet Water Fountain with Filtration,"Continuous stream of fresh water for pets, promoting hydration.",051e84d3-6c1c-46df-90ef-ce89398a5a00,39.99,660,false,13,Industrial13,48,Pert Plus for Men Daily Dandruff,53,Pet Supplies,Pets,Feedspan,0 Spaight Avenue,852-315-0984,jkeymaros@state.gov
